DESIGNATION,Project_name,Department,Experience_level,Resource,Project_name.1,Resource_clearance,Department.1,Access
CEO,NotA,ADMINISTRATION,senior,SALARY_DETAIL,P3,low,HR,YES
CEO,NotA,ADMINISTRATION,senior,CLIENT_DETAIL,P3,low,HR,YES
CEO,NotA,ADMINISTRATION,senior,EMP_DETAIL,P3,low,DEVELOPMENT,YES
CEO,NotA,ADMINISTRATION,senior,PROJECT_DETAIL,P3,low,DEVELOPMENT,YES
CEO,NotA,ADMINISTRATION,senior,DATABASE,P3,low,TECHNICAL,YES
CEO,NotA,ADMINISTRATION,senior,NETWORK_SETUP,P3,low,TECHNICAL,YES
CEO,NotA,ADMINISTRATION,senior,PF_DETAIL,P1,medium,HR,YES
CEO,NotA,ADMINISTRATION,senior,PF_DETAIL,P2,high,HR,YES
CEO,NotA,ADMINISTRATION,senior,FINANCE_REPORT,P1,high,FINANCE,YES
CEO,NotA,ADMINISTRATION,senior,FINANCE_REPORT,P2,high,FINANCE,YES
CEO,NotA,ADMINISTRATION,senior,TAX_DETAIL,P1,high,FINANCE,YES
CEO,NotA,ADMINISTRATION,senior,TAX_DETAIL,P2,high,FINANCE,YES
CEO,NotA,ADMINISTRATION,senior,PROJECT_DETAIL,P1,high,DEVELOPMENT,YES
CEO,NotA,ADMINISTRATION,senior,PROJECT_DETAIL,P2,high,DEVELOPMENT,YES
CTO,NotA,ADMINISTRATION,senior,SERVER,P3,medium,TECHNICAL,YES
CTO,NotA,ADMINISTRATION,senior,DATABASE,P3,low,TECHNICAL,YES
CTO,NotA,ADMINISTRATION,senior,NETWORK_SETUP,P3,low,TECHNICAL,YES
CTO,NotA,ADMINISTRATION,senior,SALARY_DETAIL,P3,medium,HR,NO
CTO,NotA,ADMINISTRATION,senior,CLIENT_DETAIL,P3,high,HR,NO
CTO,NotA,ADMINISTRATION,senior,PF_DETAIL,P1,medium,HR,NO
CTO,NotA,ADMINISTRATION,senior,PF_DETAIL,P2,high,HR,NO
CTO,NotA,ADMINISTRATION,senior,FINANCE_REPORT,P1,medium,FINANCE,NO
CTO,NotA,ADMINISTRATION,senior,FINANCE_REPORT,P2,high,FINANCE,NO
CTO,NotA,ADMINISTRATION,senior,TAX_DETAIL,P1,low,FINANCE,NO
CTO,NotA,ADMINISTRATION,senior,TAX_DETAIL,P2,low,FINANCE,NO
CTO,NotA,ADMINISTRATION,senior,PROJECT_DETAIL,P1,medium,DEVELOPMENT,YES
CTO,NotA,ADMINISTRATION,senior,PROJECT_DETAIL,P2,high,DEVELOPMENT,YES
DATABASE_ENGINEER,NotA,TECHNICAL,junior,SALARY_DETAIL,P3,medium,HR,NO
DATABASE_ENGINEER,NotA,TECHNICAL,junior,CLIENT_DETAIL,P3,high,HR,NO
DATABASE_ENGINEER,NotA,TECHNICAL,junior,EMP_DETAIL,P3,medium,DEVELOPMENT,NO
DATABASE_ENGINEER,NotA,TECHNICAL,junior,PROJECT_DETAIL,P3,low,DEVELOPMENT,NO
DATABASE_ENGINEER,NotA,TECHNICAL,junior,PROJECT_COST,P3,medium,FINANCE,NO
DATABASE_ENGINEER,NotA,TECHNICAL,junior,SERVER,P3,low,TECHNICAL,YES
DATABASE_ENGINEER,NotA,TECHNICAL,junior,NETWORK_SETUP,P3,low,TECHNICAL,NO
DATABASE_ENGINEER,NotA,TECHNICAL,intermediate,ALLOCATED_FUND,P1,high,FINANCE,NO
DATABASE_ENGINEER,NotA,TECHNICAL,junior,ALLOCATED_FUND,P2,medium,FINANCE,NO
DATABASE_ENGINEER,NotA,TECHNICAL,junior,TAX_DETAIL,P1,high,FINANCE,NO
DATABASE_ENGINEER,NotA,TECHNICAL,junior,TAX_DETAIL,P2,low,FINANCE,NO
DESIGNER,P3,DEVELOPMENT,senior,PROJECT_DETAIL,P3,medium,DEVELOPMENT,YES
DESIGNER,P3,DEVELOPMENT,junior,PROJECT_DETAIL,P1,high,DEVELOPMENT,NO
DESIGNER,P3,DEVELOPMENT,junior,EMP_DETAIL,P3,low,DEVELOPMENT,NO
DESIGNER,P3,DEVELOPMENT,intermediate,EMP_DETAIL,P2,high,DEVELOPMENT,NO
DESIGNER,P3,DEVELOPMENT,intermediate,SALARY_DETAIL,P3,high,HR,NO
DESIGNER,P3,DEVELOPMENT,junior,SALARY_DETAIL,P2,medium,HR,NO
DESIGNER,P3,DEVELOPMENT,junior,CLIENT_DETAIL,P1,medium,HR,NO
DESIGNER,P3,DEVELOPMENT,junior,CLIENT_DETAIL,P2,low,HR,NO
DESIGNER,P3,DEVELOPMENT,junior,PROJECT_COST,P1,medium,FINANCE,NO
DESIGNER,P3,DEVELOPMENT,junior,PROJECT_COST,P2,low,FINANCE,NO
DESIGNER,P3,DEVELOPMENT,intermediate,SERVER,P3,medium,TECHNICAL,YES
DESIGNER,P3,DEVELOPMENT,junior,SERVER,P2,low,TECHNICAL,NO
DESIGNER,P3,DEVELOPMENT,junior,DATABASE,P1,low,TECHNICAL,NO
DESIGNER,P3,DEVELOPMENT,junior,DATABASE,P2,medium,TECHNICAL,NO
DESIGNER,P3,DEVELOPMENT,junior,NETWORK_SETUP,P1,low,TECHNICAL,NO
DESIGNER,P3,DEVELOPMENT,junior,NETWORK_SETUP,P2,medium,TECHNICAL,NO
DESIGNER,P3,DEVELOPMENT,junior,EMP_DETAIL,P1,low,DEVELOPMENT,NO
DESIGNER,P3,DEVELOPMENT,junior,SERVER,P1,medium,TECHNICAL,NO
DESIGNER,P3,DEVELOPMENT,junior,SERVER,P2,low,TECHNICAL,YES
DESIGNER,P3,DEVELOPMENT,senior,DATABASE,P2,high,TECHNICAL,YES
DESIGNER,P1,DEVELOPMENT,junior,PF_DETAIL,P1,low,HR,NO
DESIGNER,P2,DEVELOPMENT,intermediate,ALLOCATED_FUND,P2,high,FINANCE,NO
DESIGNER,P1,DEVELOPMENT,junior,FINANCE_REPORT,P1,low,FINANCE,NO
DESIGNER,P1,DEVELOPMENT,junior,FINANCE_REPORT,P2,low,FINANCE,NO
DESIGNER,P2,DEVELOPMENT,junior,FINANCE_REPORT,P1,low,FINANCE,NO
DESIGNER,P1,DEVELOPMENT,junior,TAX_DETAIL,P1,low,FINANCE,NO
DESIGNER,P1,DEVELOPMENT,intermediate,TAX_DETAIL,P2,high,FINANCE,NO
DESIGNER,P2,DEVELOPMENT,junior,TAX_DETAIL,P1,medium,FINANCE,NO
DESIGNER,P2,DEVELOPMENT,junior,TAX_DETAIL,P2,low,FINANCE,NO
DESIGNER,P1,DEVELOPMENT,senior,PROJECT_DETAIL,P1,high,DEVELOPMENT,YES
DESIGNER,P1,DEVELOPMENT,junior,PROJECT_DETAIL,P2,high,DEVELOPMENT,NO
DESIGNER,P2,DEVELOPMENT,junior,PROJECT_DETAIL,P1,low,DEVELOPMENT,NO
DESIGNER,P2,DEVELOPMENT,junior,PROJECT_DETAIL,P2,low,DEVELOPMENT,YES
DESIGNER,P1,DEVELOPMENT,junior,STORAGE,P1,low,TECHNICAL,YES
DESIGNER,P1,DEVELOPMENT,junior,GPU,P2,high,TECHNICAL,NO
DESIGNER,P2,DEVELOPMENT,junior,STORAGE,P1,medium,TECHNICAL,NO
DESIGNER,P2,DEVELOPMENT,senior,GPU,P2,high,TECHNICAL,YES
FINANCE MANAGER,NotA,FINANCE,junior,PROJECT_COST,P3,low,FINANCE,YES
FINANCE MANAGER,NotA,FINANCE,junior,SALARY_DETAIL,P3,low,HR,NO
FINANCE MANAGER,NotA,FINANCE,intermediate,CLIENT_DETAIL,P3,high,HR,NO
FINANCE MANAGER,NotA,FINANCE,junior,PROJECT_DETAIL,P3,medium,DEVELOPMENT,NO
FINANCE MANAGER,NotA,FINANCE,junior,SERVER,P3,medium,TECHNICAL,NO
FINANCE MANAGER,NotA,FINANCE,junior,DATABASE,P3,high,TECHNICAL,NO
FINANCE MANAGER,NotA,FINANCE,junior,PF_DETAIL,P1,low,HR,NO
FINANCE MANAGER,NotA,FINANCE,junior,PF_DETAIL,P2,medium,HR,NO
FINANCE MANAGER,NotA,FINANCE,senior,FINANCE_REPORT,P1,medium,FINANCE,YES
FINANCE MANAGER,NotA,FINANCE,junior,FINANCE_REPORT,P2,low,FINANCE,YES
FINANCE MANAGER,NotA,FINANCE,senior,TAX_DETAIL,P1,medium,FINANCE,YES
FINANCE MANAGER,NotA,FINANCE,junior,TAX_DETAIL,P2,low,FINANCE,YES
FINANCE MANAGER,NotA,FINANCE,junior,PROJECT_DETAIL,P1,medium,DEVELOPMENT,NO
FINANCE MANAGER,NotA,FINANCE,junior,PROJECT_DETAIL,P2,high,DEVELOPMENT,NO
HR MANAGER,NotA,HR,junior,SALARY_DETAIL,P3,low,HR,YES
HR MANAGER,NotA,HR,senior,CLIENT_DETAIL,P3,high,HR,YES
HR MANAGER,NotA,HR,intermediate,EMP_DETAIL,P3,high,DEVELOPMENT,NO
HR MANAGER,NotA,HR,junior,PROJECT_DETAIL,P3,low,DEVELOPMENT,NO
HR MANAGER,NotA,HR,junior,PROJECT_COST,P3,low,FINANCE,NO
HR MANAGER,NotA,HR,junior,SERVER,P3,low,TECHNICAL,NO
HR MANAGER,NotA,HR,junior,NETWORK_SETUP,P3,high,TECHNICAL,NO
HR MANAGER,NotA,HR,intermediate,PF_DETAIL,P1,medium,HR,YES
HR MANAGER,NotA,HR,intermediate,PF_DETAIL,P2,medium,HR,YES
HR MANAGER,NotA,HR,junior,ALLOCATED_FUND,P1,medium,FINANCE,NO
HR MANAGER,NotA,HR,junior,FINANCE_REPORT,P2,low,FINANCE,NO
HR MANAGER,NotA,HR,junior,TAX_DETAIL,P1,medium,FINANCE,NO
HR MANAGER,NotA,HR,junior,TAX_DETAIL,P2,medium,FINANCE,NO
HR MANAGER,NotA,HR,junior,PROJECT_PLAN,P1,high,DEVELOPMENT,NO
HR MANAGER,NotA,HR,junior,PROJECT_DETAIL,P2,low,DEVELOPMENT,NO
IT_MANAGER,NotA,TECHNICAL,junior,SALARY_DETAIL,P3,medium,HR,NO
IT_MANAGER,NotA,TECHNICAL,junior,CLIENT_DETAIL,P3,low,HR,NO
IT_MANAGER,NotA,TECHNICAL,intermediate,EMP_DETAIL,P3,high,DEVELOPMENT,NO
IT_MANAGER,NotA,TECHNICAL,junior,PROJECT_DETAIL,P3,low,DEVELOPMENT,NO
IT_MANAGER,NotA,TECHNICAL,junior,PROJECT_COST,P3,high,FINANCE,NO
IT_MANAGER,NotA,TECHNICAL,senior,SERVER,P3,medium,TECHNICAL,YES
